Sample:float,Data:float
129461,1.551513672
129462,1.551513672
129463,1.551513672
129464,1.551513672
129465,1.551513672
129466,1.551513672
129467,1.551513672
129468,1.551513672
129469,1.551513672
129470,1.551513672
129471,1.551513672
129472,1.551513672
129473,1.551513672
129474,1.551513672
129475,1.551513672
129476,1.551513672
129477,1.551513672
129478,1.551513672
129479,1.551513672
129480,1.551513672
129481,1.551513672
129482,1.551513672
129483,1.551513672
129484,1.551513672
129485,1.551513672
129486,1.551513672
129487,1.551513672
129488,1.551513672
129489,1.551513672
129490,1.551513672
129491,1.551513672
129492,1.551513672
129493,1.551513672
129494,1.551513672
129495,1.551513672
129496,1.551513672
129497,1.551513672
129498,1.551513672
129499,1.551513672
129500,1.551513672
129501,1.551513672
129502,1.551513672
129503,1.551513672
129504,1.551513672
129505,1.551513672
129506,1.551513672
129507,1.551513672
129508,1.551513672
129509,1.551513672
129510,1.551513672
129511,1.551513672
129512,1.551513672
129513,1.551513672
129514,1.551513672
129515,1.551513672
129516,1.551513672
129517,1.551513672
129518,1.551513672
129519,1.551513672
129520,1.551513672
129521,1.551513672
129522,1.551513672
129523,1.551513672
129524,1.551513672
129525,1.551513672
129526,1.551513672
129527,1.551513672
129528,1.551513672
129529,1.551513672
129530,1.551513672
129531,1.551513672
129532,1.551513672
129533,1.551513672
129534,1.551513672
129535,1.551513672
129536,1.551513672
129537,1.551513672
129538,1.551513672
129539,1.551513672
129540,1.551513672
129541,1.551513672
129542,1.551513672
129543,1.551513672
129544,1.551513672
129545,1.551513672
129546,1.551513672
129547,1.551513672
129548,1.551513672
129549,1.551513672
129550,1.551513672
129551,1.551513672
129552,1.551513672
129553,1.551513672
129554,1.551513672
129555,1.551513672
129556,1.551513672
129557,1.551513672
129558,1.551513672
129559,1.551513672
129560,1.551513672
129561,1.551513672
129562,1.551513672
129563,1.551513672
129564,1.551513672
129565,1.551513672
129566,1.551513672
129567,1.551513672
129568,1.551513672
129569,1.551513672
129570,1.551513672
129571,1.551513672
129572,1.551513672
129573,1.551513672
129574,1.551513672
129575,1.551513672
129576,1.551513672
129577,1.551513672
129578,1.551513672
129579,1.551513672
129580,1.551513672
129581,1.551513672
129582,1.551513672
129583,1.551513672
129584,1.551513672
129585,1.551513672
129586,1.551513672
129587,1.551513672
129588,1.551513672
129589,1.551513672
129590,1.551513672
129591,1.551513672
129592,1.551513672
129593,1.551513672
129594,1.551513672
129595,1.551513672
129596,1.551513672
129597,1.551513672
129598,1.551513672
129599,1.551513672
129600,1.551513672
129601,1.551513672
129602,1.551513672
129603,1.551513672
129604,1.551513672
129605,1.551513672
129606,1.551513672
129607,1.551513672
129608,1.551513672
129609,1.551513672
129610,1.551513672
129611,1.551513672
129612,1.551513672
129613,1.551513672
129614,1.551513672
129615,1.551513672
129616,1.551513672
129617,1.551513672
129618,1.551513672
129619,1.551513672
129620,1.551513672
129621,1.551513672
129622,1.551513672
129623,1.551513672
129624,1.551513672
129625,1.551513672
129626,1.551513672
129627,1.551513672
129628,1.551513672
129629,1.551513672
129630,1.551513672
129631,1.551513672
129632,1.551513672
129633,1.551513672
129634,1.551513672
129635,1.551513672
129636,1.551513672
129637,1.551513672
129638,1.551513672
129639,1.551513672
129640,1.551513672
129641,1.551513672
129642,1.551513672
129643,1.551513672
129644,1.551513672
129645,1.551513672
129646,1.551513672
129647,1.551513672
129648,1.551513672
129649,1.551513672
129650,1.551513672
129651,1.551513672
129652,1.551513672
129653,1.551513672
129654,1.551513672
129655,1.551513672
129656,1.551513672
129657,1.551513672
129658,1.551513672
129659,1.551513672
129660,1.551513672
129661,1.551513672
129662,1.551513672
129663,1.551513672
129664,1.551513672
129665,1.551513672
129666,1.551513672
129667,1.551513672
129668,1.551513672
129669,1.551513672
129670,1.551513672
129671,1.551513672
129672,1.551513672
129673,1.551513672
129674,1.551513672
129675,1.551513672
129676,1.551513672
129677,1.551513672
129678,1.551513672
129679,1.551513672
129680,1.551513672
129681,1.551513672
129682,1.551513672
129683,1.551513672
129684,1.551513672
129685,1.551513672
129686,1.551513672
129687,1.551513672
129688,1.551513672
129689,1.551513672
129690,1.551513672
129691,1.551513672
129692,1.551513672
129693,1.551513672
129694,1.551513672
129695,1.551513672
129696,1.551513672
129697,1.551513672
129698,1.551513672
129699,1.551513672
129700,1.551513672
129701,1.551513672
129702,1.551513672
129703,1.551513672
129704,1.551513672
129705,1.551513672
129706,1.551513672
129707,1.551513672
129708,1.551513672
129709,1.551513672
129710,1.551513672
129711,1.551513672
